number,name,type_1,type_2,abilities,hp,att,def,spa,spd,spe,bst,mean,standard_deviation,generation,experience_type,experience_to_level_100,final_evolution,catch_rate,legendary,mega_evolution,alolan_form,galarian_form,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,height,weight,bmi,bmi_clipped,atk_def_ratio,offensive_power,defensive_power
208,steelix,steel,ground,"['rock head', 'sheer force', 'sturdy']",75,85,200,55,65,30,510,85.0,54.23713365090993,2.0,Medium Fast,1000000,1.0,25,0.0,0.0,0.0,0.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,9.2,400.0,4.7,4.7,0.425,140,265
208,mega_steelix,steel,ground,['sand force'],75,125,230,55,95,30,610,101.66666666666669,64.65721580423607,6.0,Medium Fast,1000000,1.0,25,0.0,1.0,0.0,0.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,10.5,740.0,6.7,6.7,0.5434782608695652,180,325
209,snubbull,fairy,none,"['intimidate', 'rattled', 'run away']",60,80,50,40,40,30,300,50.0,16.329931618554518,2.0,Fast,800000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.6,7.8,21.7,21.7,1.6,120,90
210,granbull,fairy,none,"['intimidate', 'quick feet', 'rattled']",90,120,75,60,60,45,450,75.0,24.49489742783178,2.0,Fast,800000,1.0,75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,1.4,48.7,24.8,24.8,1.6,180,135
211,qwilfish,water,poison,"['intimidate', 'poison point', 'swift swim']",65,95,85,55,55,85,440,73.33333333333333,15.723301886761003,2.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,3.9,15.6,15.6,1.1176470588235294,150,140
212,scizor,bug,steel,"['light metal', 'swarm', 'technician']",70,130,100,55,80,65,500,83.33333333333333,25.110865288865604,2.0,Medium Fast,1000000,1.0,25,0.0,0.0,0.0,0.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.8,118.0,36.4,36.4,1.3,185,180
212,mega_scizor,bug,steel,['technician'],70,150,140,65,100,75,600,100.0,33.78855822118882,6.0,Medium Fast,1000000,1.0,25,0.0,1.0,0.0,0.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,2.0,125.0,31.3,31.3,1.0714285714285714,215,240
213,shuckle,bug,rock,"['contrary', 'gluttony', 'sturdy']",20,10,230,10,230,5,505,84.16666666666667,103.21565880341132,2.0,Medium Slow,1059860,1.0,190,0.0,0.0,0.0,0.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.6,20.5,56.9,56.9,0.043478260869565216,20,460
214,heracross,bug,fighting,"['guts', 'moxie', 'swarm']",80,125,75,40,95,85,500,83.33333333333333,25.27625148017184,2.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.5,54.0,24.0,24.0,1.6666666666666667,165,170
214,mega_heracross,bug,fighting,['skill link'],80,185,115,40,105,75,600,100.0,44.90731195102493,6.0,Slow,1250000,1.0,45,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.7,62.5,21.6,21.6,1.608695652173913,225,220
215,sneasel,dark,ice,"['inner focus', 'keen eye', 'pickpocket']",55,95,55,35,75,115,430,71.66666666666667,26.874192494328497,2.0,Medium Slow,1059860,0.0,60,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0,0.9,28.0,34.6,34.6,1.7272727272727273,130,130
216,teddiursa,normal,none,"['honey gather', 'pickup', 'quick feet']",60,80,50,50,50,40,330,55.0,12.583057392117915,2.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6,8.8,24.4,24.4,1.6,130,100
217,ursaring,normal,none,"['guts', 'quick feet', 'unnerve']",90,130,75,75,75,55,500,83.33333333333333,23.21398046197353,2.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.8,125.8,38.8,38.8,1.7333333333333334,205,150
218,slugma,fire,none,"['flame body', 'magma armor', 'weak armor']",40,40,40,70,40,20,250,41.66666666666666,14.624940645653536,2.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.7,35.0,71.4,71.4,1.0,110,80
219,magcargo,fire,rock,"['flame body', 'magma armor', 'weak armor']",60,50,120,90,80,30,430,71.66666666666667,29.1070819942883,2.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0.8,55.0,85.9,85.9,0.4166666666666667,140,200
220,swinub,ice,ground,"['oblivious', 'snow cloak', 'thick fat']",50,50,40,30,30,50,250,41.66666666666666,8.975274678557506,2.0,Slow,1250000,0.0,225,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.4,6.5,40.6,40.6,1.25,80,70
221,piloswine,ice,ground,"['oblivious', 'snow cloak', 'thick fat']",100,100,80,60,60,50,450,75.0,19.7905701450632,2.0,Slow,1250000,0.0,75,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.1,55.8,46.1,46.1,1.25,160,140
222,corsola,water,rock,"['hustle', 'natural cure', 'regenerator']",65,55,95,65,95,35,410,68.33333333333333,21.34374745810949,2.0,Fast,800000,1.0,60,0.0,0.0,0.0,0.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,5.0,13.9,13.9,0.5789473684210527,120,190
222,galarian_corsola,ghost,none,"['cursed body', 'weak armor']",60,55,100,65,100,30,410,68.33333333333333,24.94438257849294,8.0,Fast,800000,0.0,60,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0.6,0.5,1.4,1.4,0.55,120,200
223,remoraid,water,none,"['hustle', 'moody', 'sniper']",35,65,35,65,35,65,300,50.0,15.0,2.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,12.0,33.3,33.3,1.8571428571428572,130,70
224,octillery,water,none,"['moody', 'sniper', 'suction cups']",75,105,75,105,75,45,480,80.0,20.615528128088304,2.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.9,28.5,35.2,35.2,1.4,210,150
225,delibird,ice,flying,"['hustle', 'insomnia', 'vital spirit']",45,55,45,65,45,75,330,55.0,11.547005383792516,2.0,Fast,800000,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0,0.9,16.0,19.8,19.8,1.2222222222222223,120,90
226,mantine,water,flying,"['swift swim', 'water absorb', 'water veil']",85,40,70,80,140,70,485,80.83333333333333,30.05781466145239,2.0,Slow,1250000,1.0,25,0.0,0.0,0.0,0.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,2.1,220.0,49.9,49.9,0.5714285714285714,120,210
227,skarmory,steel,flying,"['keen eye', 'sturdy', 'weak armor']",65,80,140,40,70,70,465,77.5,30.516389039334257,2.0,Slow,1250000,1.0,25,0.0,0.0,0.0,0.0,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5,1.7,50.5,17.5,17.5,0.5714285714285714,120,210
228,houndour,dark,fire,"['early bird', 'flash fire', 'unnerve']",45,60,30,80,50,65,330,55.0,15.811388300841896,2.0,Slow,1250000,0.0,120,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,0.6,10.8,30.0,30.0,2.0,140,80
229,houndoom,dark,fire,"['early bird', 'flash fire', 'unnerve']",75,90,50,110,80,95,500,83.33333333333333,18.63389981249825,2.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.4,35.0,17.9,17.9,1.8,200,130
229,mega_houndoom,dark,fire,['solar power'],75,90,90,140,90,115,600,100.0,21.40872096444188,6.0,Slow,1250000,1.0,45,0.0,1.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.9,49.5,13.7,13.7,1.0,230,180
230,kingdra,water,dragon,"['damp', 'sniper', 'swift swim']",75,95,95,95,95,85,540,90.0,7.637626158259733,2.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,1.8,152.0,46.9,46.9,1.0,190,190
231,phanpy,ground,none,"['pickup', 'sand veil']",90,60,60,40,40,40,330,55.0,18.027756377319943,2.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,33.5,134.0,100.0,1.0,100,100
232,donphan,ground,none,"['sand veil', 'sturdy']",90,120,120,60,60,50,500,83.33333333333333,28.67441755680876,2.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.1,120.0,99.2,99.2,1.0,180,180
233,porygon2,normal,none,"['analytic', 'download', 'trace']",85,80,90,105,95,60,515,85.83333333333333,13.969212178533509,2.0,Medium Fast,1000000,0.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6,32.5,90.3,90.3,0.8888888888888888,185,185
234,stantler,normal,none,"['frisk', 'intimidate', 'sap sipper']",73,95,62,85,65,85,465,77.5,11.800423721205949,2.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.4,71.2,36.3,36.3,1.532258064516129,180,127
235,smeargle,normal,none,"['moody', 'own tempo', 'technician']",55,20,35,20,45,75,250,41.66666666666666,19.507833184532707,2.0,Fast,800000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.2,58.0,40.3,40.3,0.5714285714285714,40,80
236,tyrogue,fighting,none,"['guts', 'steadfast', 'vital spirit']",35,35,35,35,35,35,210,35.0,0.0,2.0,Medium Fast,1000000,0.0,75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.7,21.0,42.9,42.9,1.0,70,70
237,hitmontop,fighting,none,"['intimidate', 'steadfast', 'technician']",50,95,95,35,110,70,455,75.83333333333333,26.679684322636867,2.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.4,48.0,24.5,24.5,1.0,130,205
238,smoochum,ice,psychic,"['forewarn', 'hydration', 'oblivious']",45,30,15,85,65,65,305,50.833333333333336,23.52599035582184,2.0,Medium Fast,1000000,0.0,45,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.4,6.0,37.5,37.5,2.0,115,80
239,elekid,electric,none,"['static', 'vital spirit']",45,63,37,65,55,95,360,60.0,18.43004792903878,2.0,Medium Fast,1000000,0.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,23.5,65.3,65.3,1.7027027027027026,128,92
240,magby,fire,none,"['flame body', 'vital spirit']",45,75,37,70,55,83,365,60.833333333333336,16.47641411904369,2.0,Medium Fast,1000000,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.7,21.4,43.7,43.7,2.027027027027027,145,92
241,miltank,normal,none,"['sap sipper', 'scrappy', 'thick fat']",95,80,105,40,70,100,490,81.66666666666667,22.110831935702667,2.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.2,75.5,52.4,52.4,0.7619047619047619,120,175
242,blissey,normal,none,"['healer', 'natural cure', 'serene grace']",255,10,10,75,135,55,540,90.0,85.14693182963201,2.0,Fast,800000,1.0,30,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,46.8,20.8,20.8,1.0,85,145
243,raikou,electric,none,"['inner focus', 'pressure']",90,85,75,115,100,115,580,96.66666666666669,14.907119849998598,2.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.9,178.0,49.3,49.3,1.1333333333333333,200,175
244,entei,fire,none,"['inner focus', 'pressure']",115,115,85,90,75,100,580,96.66666666666669,14.907119849998598,2.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,2.1,198.0,44.9,44.9,1.3529411764705883,205,160
245,suicune,water,none,"['inner focus', 'pressure']",100,75,115,90,115,85,580,96.66666666666669,14.907119849998598,2.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,187.0,46.8,46.8,0.6521739130434783,165,230
246,larvitar,rock,ground,"['guts', 'sand veil']",50,64,50,45,50,41,300,50.0,7.094598884597588,2.0,Slow,1250000,0.0,45,0.0,0.0,0.0,0.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.6,72.0,200.0,100.0,1.28,109,100
247,pupitar,rock,ground,['shed skin'],70,84,70,65,70,51,410,68.33333333333333,9.706813185707356,2.0,Slow,1250000,0.0,45,0.0,0.0,0.0,0.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.2,152.0,105.6,100.0,1.2,149,140
248,tyranitar,rock,dark,"['sand stream', 'unnerve']",100,134,110,95,100,61,600,100.0,21.61018278497431,2.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,202.0,50.5,50.5,1.2181818181818183,229,210
248,mega_tyranitar,rock,dark,['sand stream'],100,164,150,95,120,71,700,116.66666666666669,32.13340248955214,6.0,Slow,1250000,1.0,45,0.0,1.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.5,255.0,40.8,40.8,1.0933333333333333,259,270
249,lugia,psychic,flying,"['multiscale', 'pressure']",106,90,130,90,154,110,680,113.33333333333331,22.6764684689266,2.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.2,216.0,8.0,8.0,0.6923076923076923,180,284
250,ho-oh,fire,flying,"['pressure', 'regenerator']",106,130,90,110,154,90,680,113.33333333333331,22.6764684689266,2.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,3.8,199.0,13.8,13.8,1.4444444444444444,240,244
251,celebi,psychic,grass,['natural cure'],100,100,100,100,100,100,600,100.0,0.0,2.0,Medium Slow,1059860,1.0,45,1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,0.6,5.0,13.9,13.9,1.0,200,200
252,treecko,grass,none,"['overgrow', 'unburden']",40,45,35,65,55,70,310,51.66666666666666,12.801909579781013,3.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,5.0,20.0,20.0,1.2857142857142858,110,90
253,grovyle,grass,none,"['overgrow', 'unburden']",50,65,45,85,65,95,405,67.5,17.73649721149397,3.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,21.6,26.7,26.7,1.4444444444444444,150,110
254,sceptile,grass,none,"['overgrow', 'unburden']",70,85,65,105,85,120,530,88.33333333333333,19.075871903766,3.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7,52.2,18.1,18.1,1.3076923076923077,190,150
254,mega_sceptile,grass,dragon,[],70,110,75,145,85,145,630,105.0,30.95695936834452,6.0,Medium Slow,1059860,1.0,45,0.0,1.0,0.0,0.0,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.9,55.2,15.3,15.3,1.4666666666666666,255,160
255,torchic,fire,none,"['blaze', 'speed boost']",45,60,40,70,50,45,310,51.66666666666666,10.274023338281626,3.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.4,2.5,15.6,15.6,1.5,130,90
256,combusken,fire,fighting,"['blaze', 'speed boost']",60,85,60,85,60,55,405,67.5,12.5,3.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0.9,19.5,24.1,24.1,1.4166666666666667,170,120
257,blaziken,fire,fighting,"['blaze', 'speed boost']",80,120,70,110,70,80,530,88.33333333333333,19.507833184532707,3.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,1.9,52.0,14.4,14.4,1.7142857142857142,230,140
257,mega_blaziken,fire,fighting,['speed boost'],80,160,80,130,80,100,630,105.0,30.4138126514911,6.0,Medium Slow,1059860,1.0,45,0.0,1.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,1.9,52.0,14.4,14.4,2.0,290,160
258,mudkip,water,none,"['damp', 'torrent']",50,70,50,50,50,40,310,51.66666666666666,8.975274678557506,3.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,7.6,47.5,47.5,1.4,120,100
259,marshtomp,water,ground,"['damp', 'torrent']",70,85,70,60,70,50,405,67.5,10.70436048222094,3.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.7,28.0,57.1,57.1,1.2142857142857142,145,140
260,swampert,water,ground,"['damp', 'torrent']",100,110,90,85,90,60,535,89.16666666666667,15.388487760516156,3.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.5,81.9,36.4,36.4,1.2222222222222223,195,180
260,mega_swampert,water,ground,['swift swim'],100,150,110,95,110,70,635,105.83333333333331,23.87758130315734,6.0,Medium Slow,1059860,1.0,45,0.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.9,102.0,28.3,28.3,1.3636363636363635,245,220
261,poochyena,dark,none,"['quick feet', 'rattled', 'run away']",35,55,35,30,30,35,220,36.66666666666666,8.498365855987974,3.0,Medium Fast,1000000,0.0,255,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.5,13.6,54.4,54.4,1.5714285714285714,85,65
262,mightyena,dark,none,"['intimidate', 'moxie', 'quick feet']",70,90,70,60,60,70,420,70.0,10.0,3.0,Medium Fast,1000000,1.0,127,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,37.0,37.0,37.0,1.2857142857142858,150,130
263,zigzagoon,normal,none,"['gluttony', 'pickup', 'quick feet']",38,30,41,30,41,60,240,40.0,10.04987562112089,3.0,Medium Fast,1000000,0.0,255,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4,17.5,109.4,100.0,0.7317073170731707,60,82
263,galarian_zigzagoon,dark,normal,"['gluttony', 'pickup', 'quick feet']",38,30,41,30,41,60,240,40.0,10.04987562112089,8.0,Medium Fast,1000000,0.0,255,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0,0.4,17.5,109.4,100.0,0.7317073170731707,60,82
264,linoone,normal,none,"['gluttony', 'pickup', 'quick feet']",78,70,61,50,61,100,420,70.0,15.947831618540912,3.0,Medium Fast,1000000,1.0,90,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,32.5,130.0,100.0,1.1475409836065573,120,122
264,galarian_linoone,dark,normal,"['gluttony', 'pickup', 'quick feet']",78,70,61,50,61,100,420,70.0,15.947831618540912,8.0,Medium Fast,1000000,0.0,90,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0,0.5,32.5,130.0,100.0,1.1475409836065573,120,122
265,wurmple,bug,none,"['run away', 'shield dust']",45,45,35,20,30,20,195,32.5,10.307764064044152,3.0,Medium Fast,1000000,0.0,255,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3,3.6,40.0,40.0,1.2857142857142858,65,65
266,silcoon,bug,none,['shed skin'],50,35,55,25,25,15,205,34.166666666666664,14.264368973853074,3.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6,10.0,27.8,27.8,0.6363636363636364,60,80
267,beautifly,bug,flying,"['rivalry', 'swarm']",60,70,50,100,50,65,395,65.83333333333333,16.93533452741798,3.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,1.0,28.4,28.4,28.4,1.4,170,100
